################################################################################
# HI-MaNGA: HI Followup for the MaNGA Survey
# Observed under code: ALFALFA
# Haynes et al. 2018
################################################################################
# Telescope:   Arecibo
# Beam Size FWHM [arcminutes]: 3.5 
# Object (MaNGA plate-ifu format): 8438-6102
# RA Dec (J2000): 09 52 04.1  +17 49 56
# Rest Frequency [MHz]:  1420.4058
# Central velocity [km/s]: 15049.9
# Integration time [seconds]: 48
# Date(s) of observations (UT): N/A
####################################################################################
# ASCII Table
# Generated by David V. Stark  Fri Jul 17 10:36:57 2020
# The spectrum is baselined and Hanning smoothed
# Columns are: Velocity of HI (km/s), Flux (Jy), Pre-baseline subtracted flux (Jy)
# Note that pre-baseline subtracted flux is not available for ALFALFA data (replaced
# by -9999
####################################################################################
# vHI,fHI,fBHI
       17912.431   -0.0300131   -9999
       17906.644  -0.00283690   -9999
       17900.857    0.0152506   -9999
       17895.071   0.00340049   -9999
       17889.285   -0.0148297   -9999
       17883.499  -0.00844277   -9999
       17877.713    0.0103366   -9999
       17871.927   0.00968603   -9999
       17866.142  -0.00242810   -9999
       17860.356   0.00547338   -9999
       17854.571  -0.00563065   -9999
       17848.787   -0.0107449   -9999
       17843.002   -0.0116225   -9999
       17837.218  -0.00733120   -9999
       17831.433  -0.00525007   -9999
       17825.649  -0.00801515   -9999
       17819.866  -0.00759109   -9999
       17814.082  -0.00430983   -9999
       17808.299  -0.00195555   -9999
       17802.516  -0.00201539   -9999
       17796.733   0.00222600   -9999
       17790.950  0.000760620   -9999
       17785.168 -0.000811448   -9999
       17779.385  4.69564e-05   -9999
       17773.603  0.000494358   -9999
       17767.821  -0.00256189   -9999
       17762.040  -0.00700428   -9999
       17756.258  -0.00765790   -9999
       17750.477  -0.00307873   -9999
       17744.696   0.00157620   -9999
       17738.915   0.00103620   -9999
       17733.135  0.000773860   -9999
       17727.354  -0.00494939   -9999
       17721.574   -0.0123825   -9999
       17715.794   -0.0137639   -9999
       17710.014  -0.00762651   -9999
       17704.235  -0.00163000   -9999
       17698.456  -0.00362837   -9999
       17692.676  -0.00534112   -9999
       17686.898  -0.00239469   -9999
       17681.119  0.000529769   -9999
       17675.340   0.00151801   -9999
       17669.562  0.000664979   -9999
       17663.784   0.00100655   -9999
       17658.006   0.00149295   -9999
       17652.229  0.000641695   -9999
       17646.451   0.00170060   -9999
       17640.674  0.000232464   -9999
       17634.897  0.000288847   -9999
       17629.120  -0.00127509   -9999
       17623.343  -0.00314799   -9999
       17617.567  -0.00219606   -9999
       17611.791 -0.000501312   -9999
       17606.015 -0.000378889   -9999
       17600.239 -0.000772208   -9999
       17594.464 -0.000279323   -9999
