################################################################################
# HI-MaNGA: HI Followup for the MaNGA Survey
# Observed under code: ALFALFA
# Haynes et al. 2018
################################################################################
# Telescope:   Arecibo
# Beam Size FWHM [arcminutes]: 3.5 
# Object (MaNGA plate-ifu format): 10839-3701
# RA Dec (J2000): 08 51 09.8  +00 15 13
# Rest Frequency [MHz]:  1420.4058
# Central velocity [km/s]: 12255.9
# Integration time [seconds]: 48
# Date(s) of observations (UT): N/A
####################################################################################
# ASCII Table
# Generated by David V. Stark  Tue Jul 13 19:39:31 2021
# The spectrum is baselined and Hanning smoothed
# Columns are: Velocity of HI (km/s), Flux (Jy), Pre-baseline subtracted flux (Jy)
# Note that pre-baseline subtracted flux is not available for ALFALFA data (replaced
# by -9999
####################################################################################
# vHI,fHI,fBHI
       12827.340 -0.000561592   -9999
       12821.736   0.00204278   -9999
       12816.133   0.00256410   -9999
       12810.531 -0.000464915   -9999
       12804.928  -0.00328119   -9999
       12799.326  -0.00299940   -9999
       12793.724  0.000376905   -9999
       12788.122   0.00180994   -9999
       12782.520   0.00184496   -9999
       12776.918   0.00379734   -9999
       12771.317   0.00951567   -9999
       12765.716    0.0125861   -9999
       12760.115   0.00887255   -9999
       12754.514   0.00595823   -9999
       12748.914   0.00389815   -9999
       12743.313   0.00458235   -9999
       12737.713   0.00553055   -9999
       12732.113   0.00281320   -9999
       12726.514  7.36532e-05   -9999
       12720.914  -0.00184516   -9999
       12715.315  0.000639033   -9999
       12709.716   0.00405105   -9999
       12704.117   0.00226925   -9999
       12698.518  0.000537630   -9999
       12692.919   0.00136232   -9999
       12687.321  0.000282977   -9999
       12681.723  -0.00248602   -9999
       12676.125  -0.00296662   -9999
       12670.527  -0.00346593   -9999
       12664.930  -0.00334901   -9999
       12659.332 -0.000825143   -9999
       12653.735   0.00147570   -9999
       12648.138   0.00234343   -9999
       12642.542   0.00187110   -9999
       12636.945   0.00123227   -9999
       12631.349   0.00167930   -9999
       12625.753   0.00344739   -9999
       12620.157   0.00396883   -9999
       12614.561 -0.000238569   -9999
       12608.965 -0.000470767   -9999
       12603.370   0.00307781   -9999
       12597.775  0.000973187   -9999
       12592.180  -0.00324651   -9999
       12586.585  -0.00179910   -9999
       12580.991 -0.000570686   -9999
       12575.397  -0.00133773   -9999
       12569.802  -0.00274897   -9999
       12564.208  -0.00823040   -9999
       12558.615  -0.00797080   -9999
       12553.021 -0.000137708   -9999
       12547.428   0.00190849   -9999
       12541.835  4.72928e-05   -9999
       12536.242  0.000201525   -9999
       12530.649  0.000621454   -9999
       12525.057  0.000180356   -9999
       12519.464  4.77133e-05   -9999
       12513.872  0.000267686   -9999
       12508.280 -2.21075e-05   -9999
       12502.689   0.00208465   -9999
       12497.097   0.00464339   -9999
       12491.506   0.00350156   -9999
       12485.915 -1.27984e-05   -9999
       12480.324  -0.00407234   -9999
       12474.733  -0.00614161   -9999
       12469.142  -0.00698738   -9999
       12463.552  -0.00595825   -9999
       12457.962  -0.00376957   -9999
       12452.372  -0.00226879   -9999
       12446.782   0.00107290   -9999
       12441.193   0.00674963   -9999
       12435.604   0.00536563   -9999
       12430.014  0.000215736   -9999
       12424.426  0.000548212   -9999
       12418.837 -4.12465e-05   -9999
       12413.248  -0.00245259   -9999
       12407.660  -0.00152451   -9999
       12402.072 -0.000442662   -9999
       12396.484   0.00199972   -9999
       12390.896   0.00326015   -9999
       12385.309   0.00362668   -9999
       12379.721   0.00391365   -9999
       12374.134   0.00215436   -9999
       12368.547   0.00116975   -9999
       12362.961   0.00488099   -9999
       12357.374   0.00802672   -9999
       12351.788   0.00521622   -9999
       12346.202  0.000913447   -9999
       12340.616  -0.00118893   -9999
       12335.030  0.000176940   -9999
       12329.445  0.000506490   -9999
       12323.859  -0.00146600   -9999
       12318.274   0.00134678   -9999
       12312.689   0.00518242   -9999
       12307.105   0.00597332   -9999
       12301.520   0.00430351   -9999
       12295.936  0.000698092   -9999
       12290.352  -0.00293958   -9999
       12284.768  -0.00232541   -9999
       12279.184 -0.000743285   -9999
       12273.600 -0.000309630   -9999
       12268.017  0.000206739   -9999
       12262.434  7.41571e-07   -9999
       12256.851  0.000459963   -9999
